board_width,board_height,health,my_head_x,my_head_y,game_id,turn,seed,direction,label_source
11,11,97,10,5,8af96da7-cb66-4c8c-b114-ec75675b5a5e,157,101,up,rule_based_agent
11,11,96,10,6,8af96da7-cb66-4c8c-b114-ec75675b5a5e,158,101,up,rule_based_agent
11,11,95,10,7,8af96da7-cb66-4c8c-b114-ec75675b5a5e,159,101,left,rule_based_agent
11,11,94,9,7,8af96da7-cb66-4c8c-b114-ec75675b5a5e,160,101,down,rule_based_agent
11,11,100,1,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,0,102,down,rule_based_agent
11,11,99,1,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,1,102,right,rule_based_agent
11,11,98,2,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,2,102,right,rule_based_agent
11,11,97,3,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,3,102,down,rule_based_agent
11,11,96,3,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,4,102,down,rule_based_agent
11,11,95,3,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,5,102,right,rule_based_agent
11,11,94,4,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,6,102,right,rule_based_agent
11,11,93,5,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,7,102,right,rule_based_agent
11,11,92,6,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,8,102,right,rule_based_agent
11,11,91,7,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,9,102,up,rule_based_agent
11,11,90,7,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,10,102,left,rule_based_agent
11,11,89,6,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,11,102,down,rule_based_agent
11,11,88,6,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,12,102,right,rule_based_agent
11,11,87,7,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,13,102,down,rule_based_agent
11,11,86,7,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,14,102,right,rule_based_agent
11,11,85,8,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,15,102,right,rule_based_agent
11,11,84,9,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,16,102,up,rule_based_agent
11,11,83,9,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,17,102,right,rule_based_agent
11,11,82,10,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,18,102,up,rule_based_agent
11,11,81,10,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,19,102,left,rule_based_agent
11,11,80,9,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,20,102,down,rule_based_agent
11,11,79,9,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,21,102,down,rule_based_agent
11,11,78,9,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,22,102,right,rule_based_agent
11,11,77,10,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,23,102,up,rule_based_agent
11,11,76,10,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,24,102,up,rule_based_agent
11,11,75,10,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,25,102,up,rule_based_agent
11,11,74,10,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,26,102,up,rule_based_agent
11,11,73,10,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,27,102,left,rule_based_agent
11,11,72,9,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,28,102,left,rule_based_agent
11,11,71,8,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,29,102,up,rule_based_agent
11,11,70,8,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,30,102,left,rule_based_agent
11,11,69,7,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,31,102,left,rule_based_agent
11,11,68,6,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,32,102,left,rule_based_agent
11,11,67,5,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,33,102,left,rule_based_agent
11,11,66,4,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,34,102,down,rule_based_agent
11,11,65,4,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,35,102,down,rule_based_agent
11,11,64,4,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,36,102,right,rule_based_agent
11,11,63,5,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,37,102,up,rule_based_agent
11,11,62,5,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,38,102,left,rule_based_agent
11,11,61,4,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,39,102,down,rule_based_agent
11,11,60,4,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,40,102,right,rule_based_agent
11,11,59,5,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,41,102,up,rule_based_agent
11,11,58,5,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,42,102,right,rule_based_agent
11,11,57,6,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,43,102,down,rule_based_agent
11,11,56,6,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,44,102,right,rule_based_agent
11,11,55,7,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,45,102,right,rule_based_agent
11,11,100,8,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,46,102,down,rule_based_agent
11,11,99,8,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,47,102,left,rule_based_agent
11,11,98,7,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,48,102,down,rule_based_agent
11,11,97,7,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,49,102,down,rule_based_agent
11,11,96,7,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,50,102,left,rule_based_agent
11,11,95,6,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,51,102,up,rule_based_agent
11,11,100,6,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,52,102,up,rule_based_agent
11,11,100,6,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,53,102,right,rule_based_agent
11,11,99,7,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,54,102,up,rule_based_agent
11,11,98,7,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,55,102,right,rule_based_agent
11,11,97,8,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,56,102,down,rule_based_agent
11,11,96,8,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,57,102,right,rule_based_agent
11,11,95,9,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,58,102,up,rule_based_agent
11,11,94,9,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,59,102,right,rule_based_agent
11,11,93,10,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,60,102,down,rule_based_agent
11,11,92,10,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,61,102,down,rule_based_agent
11,11,91,10,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,62,102,left,rule_based_agent
11,11,90,9,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,63,102,left,rule_based_agent
11,11,89,8,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,64,102,left,rule_based_agent
11,11,88,7,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,65,102,left,rule_based_agent
11,11,87,6,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,66,102,left,rule_based_agent
11,11,100,5,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,67,102,up,rule_based_agent
11,11,99,5,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,68,102,left,rule_based_agent
11,11,98,4,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,69,102,up,rule_based_agent
11,11,97,4,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,70,102,right,rule_based_agent
11,11,96,5,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,71,102,up,rule_based_agent
11,11,95,5,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,72,102,right,rule_based_agent
11,11,94,6,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,73,102,right,rule_based_agent
11,11,100,7,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,74,102,right,rule_based_agent
11,11,99,8,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,75,102,right,rule_based_agent
11,11,98,9,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,76,102,up,rule_based_agent
11,11,97,9,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,77,102,right,rule_based_agent
11,11,96,10,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,78,102,down,rule_based_agent
11,11,100,10,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,79,102,down,rule_based_agent
11,11,99,10,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,80,102,down,rule_based_agent
11,11,98,10,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,81,102,left,rule_based_agent
11,11,97,9,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,82,102,up,rule_based_agent
11,11,96,9,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,83,102,left,rule_based_agent
11,11,95,8,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,84,102,up,rule_based_agent
11,11,94,8,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,85,102,right,rule_based_agent
11,11,93,9,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,86,102,up,rule_based_agent
11,11,92,9,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,87,102,right,rule_based_agent
11,11,91,10,10,b6ba32cb-b785-44ff-8514-4cb88919ffe1,88,102,down,rule_based_agent
11,11,90,10,9,b6ba32cb-b785-44ff-8514-4cb88919ffe1,89,102,down,rule_based_agent
11,11,89,10,8,b6ba32cb-b785-44ff-8514-4cb88919ffe1,90,102,down,rule_based_agent
11,11,88,10,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,91,102,left,rule_based_agent
11,11,87,9,7,b6ba32cb-b785-44ff-8514-4cb88919ffe1,92,102,down,rule_based_agent
11,11,86,9,6,b6ba32cb-b785-44ff-8514-4cb88919ffe1,93,102,down,rule_based_agent
11,11,85,9,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,94,102,right,rule_based_agent
11,11,84,10,5,b6ba32cb-b785-44ff-8514-4cb88919ffe1,95,102,up,rule_based_agent
11,11,100,9,1,302d1d48-2235-4eda-9ffe-7577fb8b54ef,0,103,right,rule_based_agent
11,11,99,10,1,302d1d48-2235-4eda-9ffe-7577fb8b54ef,1,103,up,rule_based_agent
11,11,100,10,2,302d1d48-2235-4eda-9ffe-7577fb8b54ef,2,103,up,rule_based_agent
11,11,99,10,3,302d1d48-2235-4eda-9ffe-7577fb8b54ef,3,103,up,rule_based_agent
11,11,98,10,4,302d1d48-2235-4eda-9ffe-7577fb8b54ef,4,103,left,rule_based_agent
11,11,97,9,4,302d1d48-2235-4eda-9ffe-7577fb8b54ef,5,103,down,rule_based_agent
11,11,96,9,3,302d1d48-2235-4eda-9ffe-7577fb8b54ef,6,103,left,rule_based_agent
11,11,95,8,3,302d1d48-2235-4eda-9ffe-7577fb8b54ef,7,103,left,rule_based_agent
11,11,94,7,3,302d1d48-2235-4eda-9ffe-7577fb8b54ef,8,103,up,rule_based_agent
11,11,93,7,4,302d1d48-2235-4eda-9ffe-7577fb8b54ef,9,103,left,rule_based_agent
11,11,92,6,4,302d1d48-2235-4eda-9ffe-7577fb8b54ef,10,103,up,rule_based_agent
11,11,91,6,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,11,103,up,rule_based_agent
11,11,90,6,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,12,103,up,rule_based_agent
11,11,100,6,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,13,103,right,rule_based_agent
11,11,99,7,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,14,103,up,rule_based_agent
11,11,98,7,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,15,103,up,rule_based_agent
11,11,97,7,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,16,103,up,rule_based_agent
11,11,96,7,10,302d1d48-2235-4eda-9ffe-7577fb8b54ef,17,103,left,rule_based_agent
11,11,95,6,10,302d1d48-2235-4eda-9ffe-7577fb8b54ef,18,103,down,rule_based_agent
11,11,100,6,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,19,103,left,rule_based_agent
11,11,99,5,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,20,103,up,rule_based_agent
11,11,98,5,10,302d1d48-2235-4eda-9ffe-7577fb8b54ef,21,103,left,rule_based_agent
11,11,97,4,10,302d1d48-2235-4eda-9ffe-7577fb8b54ef,22,103,left,rule_based_agent
11,11,96,3,10,302d1d48-2235-4eda-9ffe-7577fb8b54ef,23,103,down,rule_based_agent
11,11,95,3,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,24,103,right,rule_based_agent
11,11,94,4,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,25,103,down,rule_based_agent
11,11,93,4,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,26,103,down,rule_based_agent
11,11,92,4,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,27,103,left,rule_based_agent
11,11,91,3,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,28,103,up,rule_based_agent
11,11,100,3,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,29,103,left,rule_based_agent
11,11,99,2,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,30,103,left,rule_based_agent
11,11,98,1,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,31,103,left,rule_based_agent
11,11,97,0,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,32,103,down,rule_based_agent
11,11,96,0,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,33,103,right,rule_based_agent
11,11,95,1,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,34,103,right,rule_based_agent
11,11,94,2,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,35,103,down,rule_based_agent
11,11,93,2,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,36,103,right,rule_based_agent
11,11,92,3,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,37,103,down,rule_based_agent
11,11,100,3,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,38,103,right,rule_based_agent
11,11,99,4,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,39,103,up,rule_based_agent
11,11,98,4,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,40,103,right,rule_based_agent
11,11,97,5,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,41,103,up,rule_based_agent
11,11,96,5,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,42,103,left,rule_based_agent
11,11,95,4,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,43,103,up,rule_based_agent
11,11,94,4,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,44,103,up,rule_based_agent
11,11,93,4,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,45,103,left,rule_based_agent
11,11,92,3,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,46,103,left,rule_based_agent
11,11,91,2,9,302d1d48-2235-4eda-9ffe-7577fb8b54ef,47,103,down,rule_based_agent
11,11,90,2,8,302d1d48-2235-4eda-9ffe-7577fb8b54ef,48,103,down,rule_based_agent
11,11,89,2,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,49,103,left,rule_based_agent
11,11,88,1,7,302d1d48-2235-4eda-9ffe-7577fb8b54ef,50,103,down,rule_based_agent
11,11,87,1,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,51,103,down,rule_based_agent
11,11,86,1,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,52,103,right,rule_based_agent
11,11,85,2,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,53,103,right,rule_based_agent
11,11,84,3,5,302d1d48-2235-4eda-9ffe-7577fb8b54ef,54,103,up,rule_based_agent
11,11,100,3,6,302d1d48-2235-4eda-9ffe-7577fb8b54ef,55,103,left,rule_based_agent
11,11,100,9,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,0,104,up,rule_based_agent
11,11,99,9,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,1,104,left,rule_based_agent
11,11,100,8,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,2,104,down,rule_based_agent
11,11,99,8,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,3,104,left,rule_based_agent
11,11,98,7,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,4,104,down,rule_based_agent
11,11,97,7,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,5,104,down,rule_based_agent
11,11,96,7,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,6,104,right,rule_based_agent
11,11,95,8,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,7,104,up,rule_based_agent
11,11,94,8,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,8,104,up,rule_based_agent
11,11,93,8,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,9,104,up,rule_based_agent
11,11,92,8,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,10,104,left,rule_based_agent
11,11,91,7,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,11,104,down,rule_based_agent
11,11,90,7,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,12,104,down,rule_based_agent
11,11,89,7,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,13,104,down,rule_based_agent
11,11,88,7,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,14,104,right,rule_based_agent
11,11,87,8,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,15,104,down,rule_based_agent
11,11,86,8,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,16,104,left,rule_based_agent
11,11,85,7,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,17,104,down,rule_based_agent
11,11,84,7,5,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,18,104,down,rule_based_agent
11,11,83,7,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,19,104,right,rule_based_agent
11,11,82,8,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,20,104,down,rule_based_agent
11,11,81,8,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,21,104,left,rule_based_agent
11,11,80,7,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,22,104,left,rule_based_agent
11,11,79,6,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,23,104,left,rule_based_agent
11,11,78,5,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,24,104,up,rule_based_agent
11,11,77,5,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,25,104,right,rule_based_agent
11,11,76,6,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,26,104,right,rule_based_agent
11,11,75,7,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,27,104,down,rule_based_agent
11,11,74,7,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,28,104,down,rule_based_agent
11,11,73,7,2,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,29,104,left,rule_based_agent
11,11,72,6,2,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,30,104,down,rule_based_agent
11,11,71,6,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,31,104,right,rule_based_agent
11,11,70,7,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,32,104,down,rule_based_agent
11,11,69,7,0,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,33,104,right,rule_based_agent
11,11,68,8,0,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,34,104,up,rule_based_agent
11,11,67,8,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,35,104,up,rule_based_agent
11,11,66,8,2,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,36,104,up,rule_based_agent
11,11,65,8,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,37,104,up,rule_based_agent
11,11,64,8,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,38,104,right,rule_based_agent
11,11,63,9,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,39,104,up,rule_based_agent
11,11,100,9,5,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,40,104,up,rule_based_agent
11,11,99,9,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,41,104,left,rule_based_agent
11,11,98,8,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,42,104,left,rule_based_agent
11,11,97,7,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,43,104,down,rule_based_agent
11,11,96,7,5,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,44,104,left,rule_based_agent
11,11,100,6,5,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,45,104,up,rule_based_agent
11,11,99,6,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,46,104,left,rule_based_agent
11,11,98,5,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,47,104,left,rule_based_agent
11,11,97,4,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,48,104,left,rule_based_agent
11,11,100,3,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,49,104,up,rule_based_agent
11,11,100,3,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,50,104,up,rule_based_agent
11,11,99,3,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,51,104,up,rule_based_agent
11,11,98,3,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,52,104,right,rule_based_agent
11,11,97,4,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,53,104,right,rule_based_agent
11,11,96,5,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,54,104,down,rule_based_agent
11,11,95,5,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,55,104,right,rule_based_agent
11,11,94,6,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,56,104,down,rule_based_agent
11,11,93,6,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,57,104,right,rule_based_agent
11,11,92,7,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,58,104,up,rule_based_agent
11,11,91,7,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,59,104,up,rule_based_agent
11,11,90,7,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,60,104,up,rule_based_agent
11,11,89,7,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,61,104,left,rule_based_agent
11,11,88,6,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,62,104,down,rule_based_agent
11,11,87,6,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,63,104,left,rule_based_agent
11,11,86,5,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,64,104,left,rule_based_agent
11,11,85,4,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,65,104,down,rule_based_agent
11,11,100,4,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,66,104,down,rule_based_agent
11,11,99,4,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,67,104,down,rule_based_agent
11,11,98,4,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,68,104,left,rule_based_agent
11,11,97,3,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,69,104,up,rule_based_agent
11,11,96,3,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,70,104,up,rule_based_agent
11,11,95,3,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,71,104,left,rule_based_agent
11,11,94,2,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,72,104,up,rule_based_agent
11,11,93,2,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,73,104,up,rule_based_agent
11,11,92,2,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,74,104,left,rule_based_agent
11,11,100,1,10,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,75,104,down,rule_based_agent
11,11,99,1,9,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,76,104,down,rule_based_agent
11,11,98,1,8,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,77,104,down,rule_based_agent
11,11,97,1,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,78,104,right,rule_based_agent
11,11,96,2,7,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,79,104,down,rule_based_agent
11,11,100,2,6,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,80,104,down,rule_based_agent
11,11,99,2,5,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,81,104,down,rule_based_agent
11,11,98,2,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,82,104,left,rule_based_agent
11,11,97,1,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,83,104,left,rule_based_agent
11,11,96,0,4,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,84,104,down,rule_based_agent
11,11,95,0,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,85,104,right,rule_based_agent
11,11,94,1,3,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,86,104,down,rule_based_agent
11,11,100,1,2,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,87,104,right,rule_based_agent
11,11,99,2,2,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,88,104,down,rule_based_agent
11,11,100,2,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,89,104,left,rule_based_agent
11,11,99,1,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,90,104,down,rule_based_agent
11,11,98,1,0,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,91,104,left,rule_based_agent
11,11,97,0,0,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,92,104,up,rule_based_agent
11,11,96,0,1,f0bc0cab-0550-4334-a6eb-67ef2e7e47b9,93,104,up,rule_based_agent
11,11,100,1,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,0,105,left,rule_based_agent
11,11,99,0,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,1,105,up,rule_based_agent
11,11,98,0,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,2,105,right,rule_based_agent
11,11,97,1,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,3,105,right,rule_based_agent
11,11,96,2,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,4,105,right,rule_based_agent
11,11,95,3,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,5,105,right,rule_based_agent
11,11,94,4,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,6,105,down,rule_based_agent
11,11,93,4,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,7,105,left,rule_based_agent
11,11,92,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,8,105,up,rule_based_agent
11,11,91,3,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,9,105,left,rule_based_agent
11,11,90,2,10,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,10,105,down,rule_based_agent
11,11,89,2,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,11,105,right,rule_based_agent
11,11,88,3,9,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,12,105,down,rule_based_agent
11,11,87,3,8,022c9b7d-1105-4dbf-8d18-15a0a2b68f95,13,105,left,rule_based_agent
